DATA,Max:,,80,,,262375,,,,,,,,,,,PARAMS,,,,,,,,,,,MODEL,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Is_Male,Embarked_S,Embarked_C,Pclass_1,Pclass_2,Age_N,Log_Fare,Ones,,Age,SibSp,Parch,Is_Male,Embarked_S,Embarked_C,Pclass_1,Pclass_2,Const,,,Linear,Loss
1,2,female,32,0,0,13,S,0,1,0,0,1,"0,4","1,146",1,,"0,268","0,939","0,889","0,028","0,707","0,132","0,768","0,113",,,,,
0,2,male,19,0,0,13,S,1,1,0,0,1,"0,2375","1,146",1,,"0,921","0,866","0,135","0,496","0,322","0,995","0,335","0,242",,,,,
1,3,female,19,1,0,"7,8542",S,0,1,0,0,0,"0,2375","0,947",1,,"0,502","0,194","0,341","0,410","0,214","0,166","0,820","0,158",,,,,
1,2,male,3,1,1,26,S,1,1,0,0,1,"0,0375","1,431",1,,"0,711","0,369","0,008","0,016","0,529","0,378","0,087","0,101",,,,,
1,1,female,44,0,0,"27,7208",C,0,0,1,1,0,"0,55","1,458",1,,"0,291","0,800","0,047","0,765","0,638","0,822","0,276","0,015",,,,,
1,1,female,58,0,0,"146,5208",C,0,0,1,1,0,"0,725","2,169",1,,"0,005","0,274","0,513","0,939","0,479","0,149","0,671","0,560",,,,,
0,3,male,,0,0,7.75,Q,,,,,,,,,,,,,,,,,,,,,,
0,3,male,42,0,1,"8,4042",S,1,1,0,0,0,"0,525","0,973",1,,"0,930","0,643","0,159","0,562","0,319","0,024","0,014","0,354",,,,,
1,3,female,,0,0,7.75,Q,,,,,,,,,,,,,,,,,,,,,,
0,2,female,24,0,0,13,S,0,1,0,0,1,"0,3","1,146",1,,"0,545","0,136","0,291","0,592","0,607","0,789","0,141","0,828",,,,,
0,3,male,28,0,0,"9,5",S,1,1,0,0,0,"0,35","1,021",1,,"0,208","0,788","0,064","0,467","0,859","0,775","0,385","0,096",,,,,
0,3,male,,8,2,69.55,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,34,0,0,"6,4958",S,1,1,0,0,0,"0,425","0,875",1,,"0,016","0,379","0,720","0,838","0,028","0,960","0,712","0,451",,,,,
0,3,male,"45,5",0,0,7225,C,1,0,1,0,0,"0,56875","3,859",1,,"0,723","0,995","0,313","0,451","0,438","0,111","0,776","0,162",,,,,
1,3,male,18,0,0,"8,05",S,1,1,0,0,0,"0,225","0,957",1,,"0,461","0,178","0,274","0,310","0,171","0,753","0,553","0,305",,,,,
0,3,female,2,0,1,"10,4625",S,0,1,0,0,0,"0,025","1,059",1,,"0,585","0,994","0,189","0,299","0,893","0,438","0,955","0,089",,,,,
0,3,male,32,1,0,"15,85",S,1,1,0,0,0,"0,4","1,227",1,,"0,851","0,668","0,250","0,681","0,275","0,722","0,919","0,924",,,,,
1,3,male,26,0,0,"18,7875",C,1,0,1,0,0,"0,325","1,296",1,,"0,629","0,834","0,565","0,868","0,484","0,494","0,619","0,513",,,,,
1,3,female,16,0,0,"7,75",Q,0,0,0,0,0,"0,2","0,942",1,,"0,367","0,896","0,890","0,710","0,912","0,842","0,942","0,372",,,,,
1,1,male,40,0,0,31,C,1,0,1,1,0,"0,5","1,505",1,,"0,695","0,061","0,825","0,974","0,158","0,389","0,745","0,684",,,,,
0,3,male,24,0,0,"7,05",S,1,1,0,0,0,"0,3","0,906",1,,"0,993","0,685","0,582","0,467","0,402","0,158","0,509","0,851",,,,,
1,2,female,35,0,0,21,S,0,1,0,0,1,"0,4375","1,342",1,,"0,924","0,927","0,112","0,603","0,345","0,262","0,124","0,664",,,,,
0,3,male,22,0,0,"7,25",S,1,1,0,0,0,"0,275","0,916",1,,"0,795","0,048","0,264","0,864","0,635","0,371","0,081","0,451",,,,,
0,2,male,30,0,0,13,S,1,1,0,0,1,"0,375","1,146",1,,"0,408","0,057","0,205","0,035","0,947","0,127","0,419","0,007",,,,,
0,3,male,,1,0,7.75,Q,,,,,,,,,,,,,,,,,,,,,,
1,1,female,31,1,0,113275,C,0,0,1,1,0,"0,3875","5,054",1,,"0,354","0,125","0,956","0,231","0,891","0,318","0,857","0,861",,,,,
1,3,female,27,0,0,7925,S,0,1,0,0,0,"0,3375","3,899",1,,"0,620","0,728","0,949","0,894","0,046","0,302","0,488","0,547",,,,,
0,2,male,42,1,0,27,S,1,1,0,0,1,"0,525","1,447",1,,"0,179","0,903","0,684","0,220","0,035","0,574","0,793","0,314",,,,,
1,1,female,32,0,0,"76,2917",C,0,0,1,1,0,"0,4","1,888",1,,"0,143","0,945","0,162","0,927","0,102","0,284","0,510","0,191",,,,,
0,2,male,30,0,0,"10,5",S,1,1,0,0,1,"0,375","1,061",1,,"0,286","0,650","0,582","0,905","0,827","0,946","0,055","0,703",,,,,
1,3,male,16,0,0,"8,05",S,1,1,0,0,0,"0,2","0,957",1,,"0,037","0,390","0,835","0,708","0,103","0,920","0,573","0,018",,,,,
0,2,male,27,0,0,13,S,1,1,0,0,1,"0,3375","1,146",1,,"0,716","0,335","0,334","0,273","0,616","0,915","0,169","0,650",,,,,
0,3,male,51,0,0,"8,05",S,1,1,0,0,0,"0,6375","0,957",1,,"0,624","0,822","0,940","0,443","0,832","0,167","0,488","0,188",,,,,
0,3,male,,0,0,7.8958,S,,,,,,,,,,,,,,,,,,,,,,
1,1,male,38,1,0,90,S,1,1,0,1,0,"0,475","1,959",1,,"0,730","0,379","0,050","0,604","0,860","0,684","0,640","0,176",,,,,
0,3,male,22,0,0,"9,35",S,1,1,0,0,0,"0,275","1,015",1,,"0,583","0,689","0,389","0,061","0,853","0,908","0,797","0,695",,,,,
1,2,male,19,0,0,"10,5",S,1,1,0,0,1,"0,2375","1,061",1,,"0,515","0,383","0,337","0,605","0,770","0,851","0,732","0,058",,,,,
0,3,male,"20,5",0,0,"7,25",S,1,1,0,0,0,"0,25625","0,916",1,,"0,852","0,396","0,445","0,191","0,714","0,510","0,277","0,473",,,,,
0,2,male,18,0,0,13,S,1,1,0,0,1,"0,225","1,146",1,,"0,386","0,222","0,747","0,492","0,772","0,160","0,115","0,910",,,,,
0,3,female,,3,1,25.4667,S,,,,,,,,,,,,,,,,,,,,,,
1,1,female,35,1,0,83475,S,0,1,0,1,0,"0,4375","4,922",1,,"0,689","0,119","0,004","0,576","0,332","0,899","0,908","0,222",,,,,
0,3,male,29,0,0,7775,S,1,1,0,0,0,"0,3625","3,891",1,,"0,400","0,742","0,526","0,122","0,439","0,707","0,700","0,876",,,,,
0,2,male,59,0,0,"13,5",S,1,1,0,0,1,"0,7375","1,161",1,,"0,779","0,455","0,581","0,489","0,845","0,831","0,703","0,365",,,,,
1,3,female,5,4,2,"31,3875",S,0,1,0,0,0,"0,0625","1,510",1,,"0,573","0,171","0,089","0,738","0,070","0,648","0,451","0,992",,,,,
0,2,male,24,0,0,"10,5",S,1,1,0,0,1,"0,3","1,061",1,,"0,430","0,500","0,472","0,644","0,614","0,798","0,070","0,454",,,,,
0,3,female,,0,0,7.55,S,,,,,,,,,,,,,,,,,,,,,,
0,2,male,44,1,0,26,S,1,1,0,0,1,"0,55","1,431",1,,"0,989","0,205","0,943","0,158","0,140","0,988","0,037","0,125",,,,,
1,2,female,8,0,2,"26,25",S,0,1,0,0,1,"0,1","1,435",1,,"0,800","0,598","0,911","0,177","0,054","0,724","0,625","0,505",,,,,
0,2,male,19,0,0,"10,5",S,1,1,0,0,1,"0,2375","1,061",1,,"0,016","0,200","0,960","0,281","0,374","0,934","0,052","0,835",,,,,
0,2,male,33,0,0,12275,S,1,1,0,0,1,"0,4125","4,089",1,,"0,966","0,769","0,546","0,678","0,393","0,102","0,811","0,113",,,,,
0,3,female,,1,0,14.4542,C,,,,,,,,,,,,,,,,,,,,,,
1,3,female,,1,0,15.5,Q,,,,,,,,,,,,,,,,,,,,,,
0,2,male,29,0,0,"10,5",S,1,1,0,0,1,"0,3625","1,061",1,,"0,675","0,370","0,829","0,390","0,190","0,399","0,365","0,712",,,,,
0,3,male,22,0,0,7125,S,1,1,0,0,0,"0,275","3,853",1,,"0,382","0,665","0,356","0,536","0,489","0,848","0,436","0,440",,,,,
0,3,male,30,0,0,7225,C,1,0,1,0,0,"0,375","3,859",1,,"0,024","0,257","0,992","0,855","0,690","0,759","0,405","0,800",,,,,
0,1,male,44,2,0,90,Q,1,0,0,1,0,"0,55","1,959",1,,"0,794","0,692","0,267","0,090","0,701","0,937","0,475","0,453",,,,,
0,3,female,25,0,0,7775,S,0,1,0,0,0,"0,3125","3,891",1,,"0,593","0,059","0,926","0,412","0,936","0,991","0,726","0,350",,,,,
1,2,female,24,0,2,"14,5",S,0,1,0,0,1,"0,3","1,190",1,,"0,840","0,523","0,910","0,933","0,538","0,181","0,789","0,180",,,,,
1,1,male,37,1,1,"52,5542",S,1,1,0,1,0,"0,4625","1,729",1,,"0,145","0,206","0,964","0,610","0,700","0,281","0,331","0,231",,,,,
0,2,male,54,1,0,26,S,1,1,0,0,1,"0,675","1,431",1,,"0,670","0,645","0,642","0,282","0,226","0,355","0,140","0,556",,,,,
0,3,male,,0,0,7.25,S,,,,,,,,,,,,,,,,,,,,,,
0,3,female,29,1,1,"10,4625",S,0,1,0,0,0,"0,3625","1,059",1,,"0,439","0,042","1,000","0,803","0,639","0,489","0,720","0,305",,,,,
0,1,male,62,0,0,"26,55",S,1,1,0,1,0,"0,775","1,440",1,,"0,948","0,730","0,114","0,409","0,014","0,050","0,993","0,482",,,,,
0,3,male,30,1,0,"16,1",S,1,1,0,0,0,"0,375","1,233",1,,"0,700","0,137","0,410","0,820","0,784","0,403","0,459","0,731",,,,,
0,3,female,41,0,2,"20,2125",S,0,1,0,0,0,"0,5125","1,327",1,,"0,054","0,018","0,893","0,715","0,496","0,119","0,006","0,212",,,,,
1,3,female,29,0,2,"15,2458",C,0,0,1,0,0,"0,3625","1,211",1,,"0,334","0,962","0,222","0,335","0,356","0,933","0,609","0,488",,,,,
1,1,female,,0,0,79.2,C,,,,,,,,,,,,,,,,,,,,,,
1,1,female,30,0,0,"86,5",S,0,1,0,1,0,"0,375","1,942",1,,"0,095","0,676","0,634","0,399","0,063","0,689","0,057","0,507",,,,,
1,1,female,35,0,0,"512,3292",C,0,0,1,1,0,"0,4375","2,710",1,,"0,515","0,434","0,141","0,171","0,405","0,340","0,486","0,288",,,,,
1,2,female,50,0,1,26,S,0,1,0,0,1,"0,625","1,431",1,,"0,394","0,578","0,752","0,969","0,089","0,601","0,715","0,392",,,,,
0,3,male,,0,0,7.75,Q,,,,,,,,,,,,,,,,,,,,,,
1,3,male,3,4,2,"31,3875",S,1,1,0,0,0,"0,0375","1,510",1,,"0,864","0,851","0,671","0,641","0,009","0,230","0,779","0,725",,,,,
0,1,male,52,1,1,"79,65",S,1,1,0,1,0,"0,65","1,907",1,,"0,570","0,805","0,108","0,003","0,073","0,244","0,858","0,478",,,,,
0,1,male,40,0,0,0,S,1,1,0,1,0,"0,5","0,000",1,,"0,326","0,736","0,736","0,291","0,749","0,065","0,740","0,527",,,,,
0,3,female,,0,0,7.75,Q,,,,,,,,,,,,,,,,,,,,,,
0,2,male,36,0,0,"10,5",S,1,1,0,0,1,"0,45","1,061",1,,"0,208","0,403","0,746","0,542","0,709","0,905","0,757","0,238",,,,,
0,3,male,16,4,1,"39,6875",S,1,1,0,0,0,"0,2","1,609",1,,"0,950","0,113","0,320","0,431","0,894","0,624","0,636","0,500",,,,,
1,3,male,25,1,0,7775,S,1,1,0,0,0,"0,3125","3,891",1,,"0,293","0,130","0,786","0,412","0,501","0,326","0,359","0,097",,,,,
1,1,female,58,0,1,"153,4625",S,0,1,0,1,0,"0,725","2,189",1,,"0,558","0,306","0,599","0,582","0,670","0,777","0,766","0,739",,,,,
1,1,female,35,0,0,"135,6333",S,0,1,0,1,0,"0,4375","2,136",1,,"0,607","0,385","0,657","0,892","0,328","0,836","0,329","0,526",,,,,
0,1,male,,0,0,31,S,,,,,,,,,,,,,,,,,,,,,,
1,3,male,25,0,0,0,S,1,1,0,0,0,"0,3125","0,000",1,,"0,239","0,624","0,356","0,425","0,203","0,188","0,530","0,525",,,,,
1,2,female,41,0,1,"19,5",S,0,1,0,0,1,"0,5125","1,312",1,,"0,254","0,118","0,357","0,128","0,958","0,312","0,765","0,431",,,,,
0,1,male,37,0,1,"29,7",C,1,0,1,1,0,"0,4625","1,487",1,,"0,936","0,636","0,083","0,628","0,012","0,349","0,204","0,567",,,,,
1,3,female,,0,0,7.75,Q,,,,,,,,,,,,,,,,,,,,,,
1,1,female,63,1,0,"77,9583",S,0,1,0,1,0,"0,7875","1,897",1,,"0,346","0,713","0,068","0,706","0,965","0,135","0,245","0,559",,,,,
0,3,female,45,0,0,"7,75",S,0,1,0,0,0,"0,5625","0,942",1,,"0,224","0,915","0,695","0,120","0,045","0,289","0,216","0,014",,,,,
0,2,male,,0,0,0,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,7,4,1,29125,Q,1,0,0,0,0,"0,0875","4,464",1,,"0,844","0,765","0,702","0,723","0,243","0,991","0,267","0,184",,,,,
1,3,female,35,1,1,"20,25",S,0,1,0,0,0,"0,4375","1,327",1,,"0,663","0,154","0,255","0,482","0,284","0,795","0,944","0,837",,,,,
0,3,male,65,0,0,"7,75",Q,1,0,0,0,0,"0,8125","0,942",1,,"0,896","0,635","0,934","0,051","0,860","0,278","0,849","0,712",,,,,
0,3,male,28,0,0,"7,8542",S,1,1,0,0,0,"0,35","0,947",1,,"0,517","0,900","0,320","0,262","0,835","0,655","0,566","0,834",,,,,
0,3,male,16,0,0,"9,5",S,1,1,0,0,0,"0,2","1,021",1,,"0,867","0,937","0,075","0,026","0,668","0,941","0,560","0,723",,,,,
1,3,male,19,0,0,"8,05",S,1,1,0,0,0,"0,2375","0,957",1,,"0,451","0,155","0,440","0,909","0,417","0,337","0,931","0,464",,,,,
0,1,male,,0,0,26,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,33,0,0,"8,6625",C,1,0,1,0,0,"0,4125","0,985",1,,"0,857","0,134","0,720","0,249","0,554","0,374","0,840","0,847",,,,,
1,3,male,30,0,0,"9,5",S,1,1,0,0,0,"0,375","1,021",1,,"0,984","0,104","0,931","0,704","0,971","0,270","0,436","0,733",,,,,
0,3,male,22,0,0,"7,8958",S,1,1,0,0,0,"0,275","0,949",1,,"0,731","0,267","0,213","0,953","0,792","0,582","0,537","0,480",,,,,
1,2,male,42,0,0,13,S,1,1,0,0,1,"0,525","1,146",1,,"0,892","0,031","0,288","0,768","0,533","0,294","0,720","0,918",,,,,
1,3,female,22,0,0,"7,75",Q,0,0,0,0,0,"0,275","0,942",1,,"0,285","0,057","0,091","0,743","0,845","0,393","0,775","0,822",,,,,
1,1,female,26,0,0,"78,85",S,0,1,0,1,0,"0,325","1,902",1,,"0,853","0,509","0,005","0,637","0,322","0,745","0,255","0,733",,,,,
1,1,female,19,1,0,"91,0792",C,0,0,1,1,0,"0,2375","1,964",1,,"0,097","0,160","0,810","0,223","0,983","0,321","0,907","0,569",,,,,
0,2,male,36,0,0,12875,C,1,0,1,0,1,"0,45","4,110",1,,"0,498","0,807","0,310","0,938","0,053","0,503","0,497","0,241",,,,,
0,3,female,24,0,0,"8,85",S,0,1,0,0,0,"0,3","0,993",1,,"0,991","0,704","0,830","0,379","0,859","0,349","0,540","0,219",,,,,
0,3,male,24,0,0,"7,8958",S,1,1,0,0,0,"0,3","0,949",1,,"0,155","0,012","0,764","0,636","0,908","0,447","0,478","0,560",,,,,
0,1,male,,0,0,27.7208,C,,,,,,,,,,,,,,,,,,,,,,
0,3,male,"23,5",0,0,"7,2292",C,1,0,1,0,0,"0,29375","0,915",1,,"0,129","0,186","0,142","0,198","0,361","0,304","0,340","0,179",,,,,
0,1,female,2,1,2,"151,55",S,0,1,0,1,0,"0,025","2,183",1,,"0,313","0,524","0,022","0,306","0,007","0,082","0,804","0,698",,,,,
1,1,male,,0,0,30.5,S,,,,,,,,,,,,,,,,,,,,,,
1,1,female,50,0,1,"247,5208",C,0,0,1,1,0,"0,625","2,395",1,,"0,115","0,815","0,460","0,524","0,389","0,171","0,739","0,922",,,,,
1,3,female,,0,0,7.75,Q,,,,,,,,,,,,,,,,,,,,,,
1,3,male,,2,0,23.25,Q,,,,,,,,,,,,,,,,,,,,,,
0,3,male,19,0,0,0,S,1,1,0,0,0,"0,2375","0,000",1,,"0,443","0,028","0,398","0,403","0,612","0,419","0,402","0,892",,,,,
1,2,female,,0,0,12.35,Q,,,,,,,,,,,,,,,,,,,,,,
0,3,male,,0,0,8.05,S,,,,,,,,,,,,,,,,,,,,,,
1,1,male,"0,92",1,2,"151,55",S,1,1,0,1,0,"0,0115","2,183",1,,"0,529","0,390","0,482","0,289","0,398","0,960","0,876","0,313",,,,,
1,1,female,,0,0,110.8833,C,,,,,,,,,,,,,,,,,,,,,,
1,1,female,17,1,0,"108,9",C,0,0,1,1,0,"0,2125","2,041",1,,"0,641","0,841","0,899","0,069","0,303","0,301","0,356","0,753",,,,,
0,2,male,30,1,0,24,C,1,0,1,0,1,"0,375","1,398",1,,"0,246","0,963","0,613","0,026","0,053","0,696","0,136","0,070",,,,,
1,1,female,30,0,0,"56,9292",C,0,0,1,1,0,"0,375","1,763",1,,"0,777","0,123","0,706","0,517","0,195","0,905","0,729","0,309",,,,,
1,1,female,24,0,0,"83,1583",C,0,0,1,1,0,"0,3","1,925",1,,"0,016","0,659","0,353","0,898","0,982","0,729","0,125","0,604",,,,,
1,1,female,18,2,2,262375,C,0,0,1,1,0,"0,225","5,419",1,,"0,061","0,929","0,746","0,713","0,935","0,111","0,901","0,729",,,,,
0,2,female,26,1,1,26,S,0,1,0,0,1,"0,325","1,431",1,,"0,329","0,579","0,368","0,003","0,308","0,249","0,367","0,249",,,,,
0,3,male,28,0,0,"7,8958",S,1,1,0,0,0,"0,35","0,949",1,,"0,517","0,568","0,357","0,693","0,379","0,804","0,142","0,498",,,,,
0,2,male,43,1,1,"26,25",S,1,1,0,0,1,"0,5375","1,435",1,,"0,160","0,670","0,420","0,378","0,959","0,629","0,871","0,728",,,,,
1,3,female,26,0,0,"7,8542",S,0,1,0,0,0,"0,325","0,947",1,,"0,750","0,717","0,905","0,761","0,484","0,236","0,488","0,021",,,,,
1,2,female,24,1,0,26,S,0,1,0,0,1,"0,3","1,431",1,,"0,059","0,367","0,599","0,644","0,952","0,167","0,111","0,526",,,,,
0,2,male,54,0,0,14,S,1,1,0,0,1,"0,675","1,176",1,,"0,489","0,134","0,077","0,342","0,191","0,883","0,523","0,330",,,,,
1,1,female,31,0,2,"164,8667",S,0,1,0,1,0,"0,3875","2,220",1,,"0,005","0,355","0,594","0,546","0,698","0,986","0,723","0,913",,,,,
1,1,female,40,1,1,"134,5",C,0,0,1,1,0,"0,5","2,132",1,,"0,108","0,855","0,086","0,390","0,817","0,835","0,857","0,599",,,,,
0,3,male,22,0,0,"7,25",S,1,1,0,0,0,"0,275","0,916",1,,"0,140","0,493","0,156","0,885","0,916","0,603","0,979","0,287",,,,,
0,3,male,27,0,0,"7,8958",S,1,1,0,0,0,"0,3375","0,949",1,,"0,052","0,978","0,361","0,858","0,179","0,526","0,817","0,456",,,,,
1,2,female,30,0,0,"12,35",Q,0,0,0,0,1,"0,375","1,125",1,,"0,064","0,569","0,978","0,680","0,158","0,403","0,677","0,395",,,,,
1,2,female,22,1,1,29,S,0,1,0,0,1,"0,275","1,477",1,,"0,564","0,353","0,603","0,359","0,376","0,123","0,019","0,983",,,,,
0,3,male,,8,2,69.55,S,,,,,,,,,,,,,,,,,,,,,,
1,1,female,36,0,0,"135,6333",C,0,0,1,1,0,"0,45","2,136",1,,"0,890","0,429","0,991","0,500","0,981","0,683","0,896","0,685",,,,,
0,3,male,61,0,0,"6,2375",S,1,1,0,0,0,"0,7625","0,860",1,,"0,629","0,753","0,011","0,738","0,758","0,844","0,127","0,807",,,,,
1,2,female,36,0,0,13,S,0,1,0,0,1,"0,45","1,146",1,,"0,193","0,616","0,756","0,983","0,013","0,790","0,307","0,446",,,,,
1,3,female,31,1,1,20525,S,0,1,0,0,0,"0,3875","4,312",1,,"0,667","0,052","0,670","0,602","0,162","0,346","0,745","0,548",,,,,
1,1,female,16,0,1,"57,9792",C,0,0,1,1,0,"0,2","1,771",1,,"0,210","0,019","0,741","0,893","0,887","0,931","0,769","0,411",,,,,
1,3,female,,2,0,23.25,Q,,,,,,,,,,,,,,,,,,,,,,
0,1,male,"45,5",0,0,"28,5",S,1,1,0,1,0,"0,56875","1,470",1,,"0,153","0,945","0,910","0,533","0,592","0,055","0,461","0,035",,,,,
0,1,male,38,0,1,"153,4625",S,1,1,0,1,0,"0,475","2,189",1,,"0,329","0,979","0,184","0,970","0,888","0,002","0,667","0,400",,,,,
0,3,male,16,2,0,18,S,1,1,0,0,0,"0,2","1,279",1,,"0,012","0,208","0,109","0,287","0,661","0,136","0,035","0,017",,,,,
1,1,female,,1,0,133.65,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,,0,0,7.8958,S,,,,,,,,,,,,,,,,,,,,,,
0,1,male,29,1,0,"66,6",S,1,1,0,1,0,"0,3625","1,830",1,,"0,227","0,687","0,838","0,125","0,425","0,080","0,620","0,159",,,,,
1,1,female,41,0,0,"134,5",C,0,0,1,1,0,"0,5125","2,132",1,,"0,811","0,230","0,729","0,345","0,365","0,685","0,896","0,413",,,,,
1,3,male,45,0,0,"8,05",S,1,1,0,0,0,"0,5625","0,957",1,,"0,473","0,056","0,949","0,792","0,776","0,768","0,708","0,976",,,,,
0,1,male,45,0,0,"35,5",S,1,1,0,1,0,"0,5625","1,562",1,,"0,853","0,184","0,259","0,436","0,950","0,592","0,000","0,206",,,,,
1,2,male,2,1,1,26,S,1,1,0,0,1,"0,025","1,431",1,,"0,892","0,493","0,896","0,912","0,894","0,943","0,758","0,894",,,,,
1,1,female,24,3,2,263,S,0,1,0,1,0,"0,3","2,422",1,,"0,889","0,367","0,048","0,707","0,821","0,181","0,481","0,104",,,,,
0,2,male,28,0,0,13,S,1,1,0,0,1,"0,35","1,146",1,,"0,136","0,558","0,129","0,916","0,246","0,822","0,473","0,521",,,,,
0,2,male,25,0,0,13,S,1,1,0,0,1,"0,3125","1,146",1,,"0,301","0,046","0,141","0,357","0,897","0,431","0,762","0,055",,,,,
0,2,male,36,0,0,13,S,1,1,0,0,1,"0,45","1,146",1,,"0,260","0,910","0,951","0,471","0,708","0,961","0,144","0,179",,,,,
1,2,female,24,0,0,13,S,0,1,0,0,1,"0,3","1,146",1,,"0,144","0,497","0,862","0,167","0,295","0,379","0,328","0,681",,,,,
1,2,female,40,0,0,13,S,0,1,0,0,1,"0,5","1,146",1,,"0,262","0,135","0,047","0,720","0,992","0,388","0,813","0,234",,,,,
1,3,female,,1,0,16.1,S,,,,,,,,,,,,,,,,,,,,,,
1,3,male,3,1,1,"15,9",S,1,1,0,0,0,"0,0375","1,228",1,,"0,366","0,324","0,252","0,289","0,643","0,407","0,990","0,325",,,,,
0,3,male,42,0,0,"8,6625",S,1,1,0,0,0,"0,525","0,985",1,,"0,453","0,740","0,623","0,032","0,438","0,244","0,730","0,576",,,,,
0,3,male,23,0,0,9225,S,1,1,0,0,0,"0,2875","3,965",1,,"0,317","0,331","0,761","0,937","0,820","0,456","0,348","0,062",,,,,
0,1,male,,0,0,35,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,15,1,1,"7,2292",C,1,0,1,0,0,"0,1875","0,915",1,,"0,457","0,879","0,711","0,595","0,631","0,217","0,765","0,696",,,,,
0,3,male,25,1,0,"17,8",S,1,1,0,0,0,"0,3125","1,274",1,,"0,638","0,152","0,577","0,213","0,279","0,520","0,235","0,452",,,,,
0,3,male,,0,0,7225,C,,,,,,,,,,,,,,,,,,,,,,
0,3,male,28,0,0,"9,5",S,1,1,0,0,0,"0,35","1,021",1,,"0,590","0,977","0,208","0,577","0,339","0,310","0,315","0,402",,,,,
1,1,female,22,0,1,55,S,0,1,0,1,0,"0,275","1,748",1,,"0,937","0,322","0,266","0,400","0,897","0,213","0,137","0,197",,,,,
0,2,female,38,0,0,13,S,0,1,0,0,1,"0,475","1,146",1,,"0,183","0,601","0,401","0,368","0,594","0,117","0,891","0,941",,,,,
1,3,female,,0,0,7.8792,Q,,,,,,,,,,,,,,,,,,,,,,
1,3,female,,0,0,7.8792,Q,,,,,,,,,,,,,,,,,,,,,,
0,3,male,40,1,4,"27,9",S,1,1,0,0,0,"0,5","1,461",1,,"0,685","0,188","0,694","0,701","0,819","0,926","0,396","0,339",,,,,
0,2,male,29,1,0,"27,7208",C,1,0,1,0,1,"0,3625","1,458",1,,"0,375","0,832","0,624","0,797","0,097","0,904","0,206","0,395",,,,,
0,3,female,45,0,1,"14,4542",C,0,0,1,0,0,"0,5625","1,189",1,,"0,632","0,737","0,930","0,196","0,669","0,012","0,512","0,788",,,,,
0,3,male,35,0,0,"7,05",S,1,1,0,0,0,"0,4375","0,906",1,,"0,153","0,688","0,078","0,728","0,319","0,453","0,062","0,055",,,,,
0,3,male,,1,0,15.5,Q,,,,,,,,,,,,,,,,,,,,,,
0,3,male,30,0,0,"7,25",S,1,1,0,0,0,"0,375","0,916",1,,"0,611","0,738","0,365","0,276","0,685","0,712","0,727","0,886",,,,,
1,1,female,60,1,0,"75,25",C,0,0,1,1,0,"0,75","1,882",1,,"0,772","0,103","0,081","0,862","0,494","0,860","0,500","0,470",,,,,
1,3,female,,0,0,7.2292,C,,,,,,,,,,,,,,,,,,,,,,
1,3,female,,0,0,7.75,Q,,,,,,,,,,,,,,,,,,,,,,
1,1,female,24,0,0,"69,3",C,0,0,1,1,0,"0,3","1,847",1,,"0,195","0,689","0,268","0,414","0,756","0,670","0,447","0,154",,,,,
1,1,male,25,1,0,"55,4417",C,1,0,1,1,0,"0,3125","1,752",1,,"0,678","0,088","0,274","0,592","0,346","0,458","0,762","0,452",,,,,
0,3,male,18,1,0,"6,4958",S,1,1,0,0,0,"0,225","0,875",1,,"0,443","0,278","0,919","0,538","0,135","0,778","0,743","0,492",,,,,
0,3,male,19,0,0,"8,05",S,1,1,0,0,0,"0,2375","0,957",1,,"0,288","0,659","0,196","0,034","0,946","0,176","0,080","0,983",,,,,
0,1,male,22,0,0,"135,6333",C,1,0,1,1,0,"0,275","2,136",1,,"0,100","0,023","0,701","0,860","0,398","0,577","0,533","0,942",,,,,
0,3,female,3,3,1,21075,S,0,1,0,0,0,"0,0375","4,324",1,,"0,610","0,087","0,771","0,199","0,369","0,051","0,383","0,767",,,,,
1,1,female,,1,0,82.1708,C,,,,,,,,,,,,,,,,,,,,,,
1,3,female,22,0,0,"7,25",S,0,1,0,0,0,"0,275","0,916",1,,"0,866","0,857","0,181","0,422","0,920","0,256","0,112","0,746",,,,,
0,1,male,27,0,2,"211,5",C,1,0,1,1,0,"0,3375","2,327",1,,"0,864","0,857","0,039","0,614","0,129","0,089","0,519","0,365",,,,,
0,3,male,20,0,0,"4,0125",C,1,0,1,0,0,"0,25","0,700",1,,"0,433","0,171","0,031","0,080","0,396","0,751","0,782","0,415",,,,,
0,3,male,19,0,0,7775,S,1,1,0,0,0,"0,2375","3,891",1,,"0,729","0,081","0,923","0,838","0,830","0,434","0,776","0,858",,,,,
1,1,female,42,0,0,227525,C,0,0,1,1,0,"0,525","5,357",1,,"0,760","0,204","0,782","0,833","0,715","0,054","0,394","0,611",,,,,
1,3,female,1,0,2,"15,7417",C,0,0,1,0,0,"0,0125","1,224",1,,"0,337","0,386","0,908","0,727","0,838","0,234","0,374","0,427",,,,,
0,3,male,32,0,0,7925,S,1,1,0,0,0,"0,4","3,899",1,,"0,801","0,121","0,290","0,694","0,709","0,837","0,687","0,537",,,,,
